"Popname","Sex","Year","Age","Lexis","Deaths"
"CA","F","1959","0","TL","1789.10930365297"
"CA","F","1959","0","TU","1789.89069634703"
"CA","F","1959","1","TL","116.238698630137"
"CA","F","1959","1","TU","121.761301369863"
"CA","F","1959","2","TL","67.1174657534247"
"CA","F","1959","2","TU","69.8825342465753"
"CA","F","1959","3","TL","66.3498287671233"
"CA","F","1959","3","TU","58.6501712328767"
"CA","F","1959","4","TL","59.9337899543379"
"CA","F","1959","4","TU","59.0662100456621"
"CA","F","1959","5","TL","33.5070776255708"
"CA","F","1959","5","TU","33.4929223744292"
"CA","F","1959","6","TL","27.5325342465753"
"CA","F","1959","6","TU","34.4674657534247"
"CA","F","1959","7","TL","27.7001712328767"
"CA","F","1959","7","TU","26.2998287671233"
"CA","F","1959","8","TL","33.4852739726027"
"CA","F","1959","8","TU","25.5147260273973"
"CA","F","1959","9","TL","19.3321347031963"
"CA","F","1959","9","TU","19.6678652968037"
"CA","F","1959","10","TL","15.4584474885845"
"CA","F","1959","10","TU","18.5415525114155"
"CA","F","1959","11","TL","15.9719748858447"
"CA","F","1959","11","TU","13.0280251141553"
"CA","F","1959","12","TL","20.3219748858447"
"CA","F","1959","12","TU","18.6780251141553"
"CA","F","1959","13","TL","15.5953767123288"
"CA","F","1959","13","TU","19.4046232876712"
"CA","F","1959","14","TL","13.0815068493151"
"CA","F","1959","14","TU","15.9184931506849"
"CA","F","1959","15","TL","21.5672374429224"
"CA","F","1959","15","TU","22.4327625570776"
"CA","F","1959","16","TL","21.0047945205479"
"CA","F","1959","16","TU","24.9952054794521"
"CA","F","1959","17","TL","26.1260844748858"
"CA","F","1959","17","TU","27.8739155251142"
"CA","F","1959","18","TL","29.9977168949772"
"CA","F","1959","18","TU","25.0022831050228"
"CA","F","1959","19","TL","26.5845890410959"
"CA","F","1959","19","TU","24.4154109589041"
"CA","F","1959","20","TL","23.8404109589041"
"CA","F","1959","20","TU","21.1595890410959"
"CA","F","1959","21","TL","26.9703196347032"
"CA","F","1959","21","TU","30.0296803652968"
"CA","F","1959","22","TL","21.9837328767123"
"CA","F","1959","22","TU","22.0162671232877"
"CA","F","1959","23","TL","39.0007420091324"
"CA","F","1959","23","TU","30.9992579908676"
"CA","F","1959","24","TL","41.0053082191781"
"CA","F","1959","24","TU","36.9946917808219"
"CA","F","1959","25","TL","45.2632420091324"
"CA","F","1959","25","TU","35.7367579908676"
"CA","F","1959","26","TL","37.3086187214612"
"CA","F","1959","26","TU","36.6913812785388"
"CA","F","1959","27","TL","39.3471461187215"
"CA","F","1959","27","TU","41.6528538812785"
"CA","F","1959","28","TL","41.5701484018265"
"CA","F","1959","28","TU","44.4298515981735"
"CA","F","1959","29","TL","51.5021689497717"
"CA","F","1959","29","TU","50.4978310502283"
"CA","F","1959","30","TL","57.3000570776256"
"CA","F","1959","30","TU","55.6999429223744"
"CA","F","1959","31","TL","54.2361301369863"
"CA","F","1959","31","TU","60.7638698630137"
"CA","F","1959","32","TL","63.011700913242"
"CA","F","1959","32","TU","57.988299086758"
"CA","F","1959","33","TL","86.610502283105"
"CA","F","1959","33","TU","69.389497716895"
"CA","F","1959","34","TL","71.4935502283105"
"CA","F","1959","34","TU","72.5064497716895"
"CA","F","1959","35","TL","78.9868150684932"
"CA","F","1959","35","TU","75.0131849315068"
"CA","F","1959","36","TL","94.1978310502283"
"CA","F","1959","36","TU","87.8021689497717"
"CA","F","1959","37","TL","81.3630707762557"
"CA","F","1959","37","TU","84.6369292237443"
"CA","F","1959","38","TL","107.293321917808"
"CA","F","1959","38","TU","104.706678082192"
"CA","F","1959","39","TL","116.435616438356"
"CA","F","1959","39","TU","117.564383561644"
"CA","F","1959","40","TL","125.897089041096"
"CA","F","1959","40","TU","118.102910958904"
"CA","F","1959","41","TL","144.560388127854"
"CA","F","1959","41","TU","136.439611872146"
"CA","F","1959","42","TL","133.276712328767"
"CA","F","1959","42","TU","134.723287671233"
"CA","F","1959","43","TL","146.68904109589"
"CA","F","1959","43","TU","142.31095890411"
"CA","F","1959","44","TL","166.319006849315"
"CA","F","1959","44","TU","172.680993150685"
"CA","F","1959","45","TL","171.393721461187"
"CA","F","1959","45","TU","172.606278538813"
"CA","F","1959","46","TL","191.255136986301"
"CA","F","1959","46","TU","177.744863013699"
"CA","F","1959","47","TL","211.940753424658"
"CA","F","1959","47","TU","204.059246575342"
"CA","F","1959","48","TL","201.365182648402"
"CA","F","1959","48","TU","190.634817351598"
"CA","F","1959","49","TL","212.380422374429"
"CA","F","1959","49","TU","224.619577625571"
"CA","F","1959","50","TL","230.634646118721"
"CA","F","1959","50","TU","226.365353881279"
"CA","F","1959","51","TL","218.608789954338"
"CA","F","1959","51","TU","218.391210045662"
"CA","F","1959","52","TL","245.970890410959"
"CA","F","1959","52","TU","242.029109589041"
"CA","F","1959","53","TL","243.272146118721"
"CA","F","1959","53","TU","251.727853881279"
"CA","F","1959","54","TL","245.942123287671"
"CA","F","1959","54","TU","277.057876712329"
"CA","F","1959","55","TL","261.246746575342"
"CA","F","1959","55","TU","268.753253424658"
"CA","F","1959","56","TL","263.799885844749"
"CA","F","1959","56","TU","259.200114155251"
"CA","F","1959","57","TL","288.392979452055"
"CA","F","1959","57","TU","260.607020547945"
"CA","F","1959","58","TL","307.261586757991"
"CA","F","1959","58","TU","341.738413242009"
"CA","F","1959","59","TL","365.325171232877"
"CA","F","1959","59","TU","341.674828767123"
"CA","F","1959","60","TL","307.553082191781"
"CA","F","1959","60","TU","333.446917808219"
"CA","F","1959","61","TL","338.616438356164"
"CA","F","1959","61","TU","305.383561643836"
"CA","F","1959","62","TL","381.6475456621"
"CA","F","1959","62","TU","389.3524543379"
"CA","F","1959","63","TL","459.533789954338"
"CA","F","1959","63","TU","401.466210045662"
"CA","F","1959","64","TL","456.92551369863"
"CA","F","1959","64","TU","443.07448630137"
"CA","F","1959","65","TL","485.067865296804"
"CA","F","1959","65","TU","505.932134703196"
"CA","F","1959","66","TL","451.182363013699"
"CA","F","1959","66","TU","490.817636986301"
"CA","F","1959","67","TL","532.005251141553"
"CA","F","1959","67","TU","533.994748858447"
"CA","F","1959","68","TL","553.836872146119"
"CA","F","1959","68","TU","568.163127853881"
"CA","F","1959","69","TL","616.342579908676"
"CA","F","1959","69","TU","599.657420091324"
"CA","F","1959","70","TL","619.928538812785"
"CA","F","1959","70","TU","645.071461187215"
"CA","F","1959","71","TL","623.143264840183"
"CA","F","1959","71","TU","616.856735159817"
"CA","F","1959","72","TL","651.170433789954"
"CA","F","1959","72","TU","694.829566210046"
"CA","F","1959","73","TL","669.509360730594"
"CA","F","1959","73","TU","669.490639269406"
"CA","F","1959","74","TL","741.694577625571"
"CA","F","1959","74","TU","747.305422374429"
"CA","F","1959","75","TL","806.495890410959"
"CA","F","1959","75","TU","784.504109589041"
"CA","F","1959","76","TL","757.787899543379"
"CA","F","1959","76","TU","724.212100456621"
"CA","F","1959","77","TL","729.666952054795"
"CA","F","1959","77","TU","729.333047945206"
"CA","F","1959","78","TL","732.059075342466"
"CA","F","1959","78","TU","731.940924657534"
"CA","F","1959","79","TL","808.465068493151"
"CA","F","1959","79","TU","782.534931506849"
"CA","F","1959","80","TL","734.320376712329"
"CA","F","1959","80","TU","770.679623287671"
"CA","F","1959","81","TL","694.3125"
"CA","F","1959","81","TU","693.6875"
"CA","F","1959","82","TL","673.801769406393"
"CA","F","1959","82","TU","722.198230593607"
"CA","F","1959","83","TL","736.988184931507"
"CA","F","1959","83","TU","744.011815068493"
"CA","F","1959","84","TL","672.112671232877"
"CA","F","1959","84","TU","677.887328767123"
"CA","F","1959","85","TL","608.815296803653"
"CA","F","1959","85","TU","600.184703196347"
"CA","F","1959","86","TL","554.964440639269"
"CA","F","1959","86","TU","595.035559360731"
"CA","F","1959","87","TL","502.753824200913"
"CA","F","1959","87","TU","506.246175799087"
"CA","F","1959","88","TL","438.576141552511"
"CA","F","1959","88","TU","436.423858447489"
"CA","F","1959","89","TL","410.147602739726"
"CA","F","1959","89","TU","410.852397260274"
"CA","F","1959","90","TL","335.069520547945"
"CA","F","1959","90","TU","331.930479452055"
"CA","F","1959","91","TL","280.202853881279"
"CA","F","1959","91","TU","284.797146118721"
"CA","F","1959","92","TL","232.169577625571"
"CA","F","1959","92","TU","248.830422374429"
"CA","F","1959","93","TL","210.407305936073"
"CA","F","1959","93","TU","189.592694063927"
"CA","F","1959","94","TL","136.685559360731"
"CA","F","1959","94","TU","134.314440639269"
"CA","F","1959","95","TL","105.463641552511"
"CA","F","1959","95","TU","109.536358447489"
"CA","F","1959","96","TL","69.925399543379"
"CA","F","1959","96","TU","64.074600456621"
"CA","F","1959","97","TL","55.2481164383562"
"CA","F","1959","97","TU","64.7518835616438"
"CA","F","1959","98","TL","43.39600456621"
"CA","F","1959","98","TU","45.60399543379"
"CA","F","1959","99","TL","36.57899543379"
"CA","F","1959","99","TU","35.42100456621"
"CA","F","1959","100","TL","15.59149543379"
"CA","F","1959","100","TU","15.40850456621"
"CA","F","1959","101","TL","10.3713470319635"
"CA","F","1959","101","TU","12.6286529680365"
"CA","F","1959","102","TL","9.82351598173516"
"CA","F","1959","102","TU","9.17648401826484"
"CA","F","1959","103","TL","-10000"
"CA","F","1959","103","TU","-10000"
"CA","F","1959","104","TL","-10000"
"CA","F","1959","104","TU","-10000"
"CA","F","1959","105","TL","-10000"
"CA","F","1959","105","TU","-10000"
"CA","F","1959","106","TL","-10000"
"CA","F","1959","106","TU","-10000"
"CA","F","1959","107","TL","-10000"
"CA","F","1959","107","TU","-10000"
"CA","F","1959","110","TL","-10000"
"CA","F","1959","110","TU","-10000"
"CA","F","1959","UNK","RR","8"
"CA","F","1959","ALL","RR","54673"
"CA","F","1960","0","TL","1787.39976092896"
"CA","F","1960","0","TU","1793.60023907104"
"CA","F","1960","1","TL","118.838057832423"
"CA","F","1960","1","TU","115.161942167577"
"CA","F","1960","2","TL","66.9182604735883"
"CA","F","1960","2","TU","75.0817395264117"
"CA","F","1960","3","TL","53.1141848816029"
"CA","F","1960","3","TU","55.8858151183971"
"CA","F","1960","4","TL","44.3018556466302"
"CA","F","1960","4","TU","41.6981443533698"
"CA","F","1960","5","TL","39.4421106557377"
"CA","F","1960","5","TU","42.5578893442623"
"CA","F","1960","6","TL","20.0742258652095"
"CA","F","1960","6","TU","24.9257741347905"
"CA","F","1960","7","TL","26.0181010928962"
"CA","F","1960","7","TU","24.9818989071038"
"CA","F","1960","8","TL","25.5981329690346"
"CA","F","1960","8","TU","28.4018670309654"
"CA","F","1960","9","TL","17.4557149362477"
"CA","F","1960","9","TU","21.5442850637523"
"CA","F","1960","10","TL","20.9991461748634"
"CA","F","1960","10","TU","18.0008538251366"
"CA","F","1960","11","TL","16.421618852459"
"CA","F","1960","11","TU","15.578381147541"
"CA","F","1960","12","TL","18.5808287795993"
"CA","F","1960","12","TU","23.4191712204007"
"CA","F","1960","13","TL","22.7773224043716"
"CA","F","1960","13","TU","25.2226775956284"
"CA","F","1960","14","TL","18.6970059198543"
"CA","F","1960","14","TU","17.3029940801457"
"CA","F","1960","15","TL","19.253529143898"
"CA","F","1960","15","TU","19.746470856102"
"CA","F","1960","16","TL","29.4984631147541"
"CA","F","1960","16","TU","35.5015368852459"
"CA","F","1960","17","TL","34.5386498178506"
"CA","F","1960","17","TU","32.4613501821494"
"CA","F","1960","18","TL","34.6298952641166"
"CA","F","1960","18","TU","27.3701047358834"
"CA","F","1960","19","TL","32.9040869763206"
"CA","F","1960","19","TU","32.0959130236794"
"CA","F","1960","20","TL","31.3618510928962"
"CA","F","1960","20","TU","20.6381489071038"
"CA","F","1960","21","TL","37.1136156648452"
"CA","F","1960","21","TU","33.8863843351548"
"CA","F","1960","22","TL","27.5586293260474"
"CA","F","1960","22","TU","30.4413706739526"
"CA","F","1960","23","TL","35.6641621129326"
"CA","F","1960","23","TU","33.3358378870674"
"CA","F","1960","24","TL","35.804929417122"
"CA","F","1960","24","TU","27.195070582878"
"CA","F","1960","25","TL","33.5862363387978"
"CA","F","1960","25","TU","34.4137636612022"
"CA","F","1960","26","TL","41.4647654826958"
"CA","F","1960","26","TU","33.5352345173042"
"CA","F","1960","27","TL","42.067793715847"
"CA","F","1960","27","TU","47.932206284153"
"CA","F","1960","28","TL","43.2511384335155"
"CA","F","1960","28","TU","46.7488615664845"
"CA","F","1960","29","TL","39.5869193989071"
"CA","F","1960","29","TU","44.4130806010929"
"CA","F","1960","30","TL","59.3016279599271"
"CA","F","1960","30","TU","56.6983720400729"
"CA","F","1960","31","TL","58.7184653916211"
"CA","F","1960","31","TU","62.2815346083789"
"CA","F","1960","32","TL","53.7937158469945"
"CA","F","1960","32","TU","58.2062841530055"
"CA","F","1960","33","TL","72.1705942622951"
"CA","F","1960","33","TU","69.8294057377049"
"CA","F","1960","34","TL","72.3058401639344"
"CA","F","1960","34","TU","84.6941598360656"
"CA","F","1960","35","TL","88.745218579235"
"CA","F","1960","35","TU","92.254781420765"
"CA","F","1960","36","TL","93.0806010928962"
"CA","F","1960","36","TU","84.9193989071038"
"CA","F","1960","37","TL","97.8804644808743"
"CA","F","1960","37","TU","105.119535519126"
"CA","F","1960","38","TL","101.871641621129"
"CA","F","1960","38","TU","115.128358378871"
"CA","F","1960","39","TL","126.232126593807"
"CA","F","1960","39","TU","117.767873406193"
"CA","F","1960","40","TL","123.320753642987"
"CA","F","1960","40","TU","121.679246357013"
"CA","F","1960","41","TL","125.791495901639"
"CA","F","1960","41","TU","131.208504098361"
"CA","F","1960","42","TL","167.461805555556"
"CA","F","1960","42","TU","149.538194444444"
"CA","F","1960","43","TL","158.418260473588"
"CA","F","1960","43","TU","154.581739526412"
"CA","F","1960","44","TL","164.571322859745"
"CA","F","1960","44","TU","172.428677140255"
"CA","F","1960","45","TL","173.282900728597"
"CA","F","1960","45","TU","188.717099271403"
"CA","F","1960","46","TL","182.326616575592"
"CA","F","1960","46","TU","203.673383424408"
"CA","F","1960","47","TL","211.032502276867"
"CA","F","1960","47","TU","222.967497723133"
"CA","F","1960","48","TL","210.382172131148"
"CA","F","1960","48","TU","199.617827868852"
"CA","F","1960","49","TL","201.324339708561"
"CA","F","1960","49","TU","213.675660291439"
"CA","F","1960","50","TL","271.181010928962"
"CA","F","1960","50","TU","252.818989071038"
"CA","F","1960","51","TL","220.478882058288"
"CA","F","1960","51","TU","222.521117941712"
"CA","F","1960","52","TL","240.403802367942"
"CA","F","1960","52","TU","232.596197632058"
"CA","F","1960","53","TL","250.349556010929"
"CA","F","1960","53","TU","281.650443989071"
"CA","F","1960","54","TL","280.848076047359"
"CA","F","1960","54","TU","273.151923952641"
"CA","F","1960","55","TL","266.81802140255"
"CA","F","1960","55","TU","278.18197859745"
"CA","F","1960","56","TL","304.993454007286"
"CA","F","1960","56","TU","288.006545992714"
"CA","F","1960","57","TL","266.747950819672"
"CA","F","1960","57","TU","304.252049180328"
"CA","F","1960","58","TL","314.855020491803"
"CA","F","1960","58","TU","313.144979508197"
"CA","F","1960","59","TL","326.298554189435"
"CA","F","1960","59","TU","399.701445810565"
"CA","F","1960","60","TL","388.403745446266"
"CA","F","1960","60","TU","361.596254553734"
"CA","F","1960","61","TL","319.27829007286"
"CA","F","1960","61","TU","368.72170992714"
"CA","F","1960","62","TL","415.941029143898"
"CA","F","1960","62","TU","391.058970856102"
"CA","F","1960","63","TL","394.270036429873"
"CA","F","1960","63","TU","418.729963570127"
"CA","F","1960","64","TL","457.851889799636"
"CA","F","1960","64","TU","458.148110200364"
"CA","F","1960","65","TL","513.838285519126"
"CA","F","1960","65","TU","522.161714480874"
"CA","F","1960","66","TL","484.833276411658"
"CA","F","1960","66","TU","523.166723588342"
"CA","F","1960","67","TL","563.980589708561"
"CA","F","1960","67","TU","592.019410291439"
"CA","F","1960","68","TL","571.400045537341"
"CA","F","1960","68","TU","601.599954462659"
"CA","F","1960","69","TL","586.552766393443"
"CA","F","1960","69","TU","642.447233606557"
"CA","F","1960","70","TL","638.909153005465"
"CA","F","1960","70","TU","682.090846994535"
"CA","F","1960","71","TL","635.451388888889"
"CA","F","1960","71","TU","685.548611111111"
"CA","F","1960","72","TL","696.028802367942"
"CA","F","1960","72","TU","705.971197632058"
"CA","F","1960","73","TL","688.085211748634"
"CA","F","1960","73","TU","745.914788251366"
"CA","F","1960","74","TL","763.154371584699"
"CA","F","1960","74","TU","806.845628415301"
"CA","F","1960","75","TL","788.067509107468"
"CA","F","1960","75","TU","869.932490892532"
"CA","F","1960","76","TL","796.630350637523"
"CA","F","1960","76","TU","797.369649362477"
"CA","F","1960","77","TL","741.553904826958"
"CA","F","1960","77","TU","787.446095173042"
"CA","F","1960","78","TL","786.037511384335"
"CA","F","1960","78","TU","839.962488615665"
"CA","F","1960","79","TL","785.628472222222"
"CA","F","1960","79","TU","857.371527777778"
"CA","F","1960","80","TL","830.531363843352"
"CA","F","1960","80","TU","870.468636156648"
"CA","F","1960","81","TL","730.355646630237"
"CA","F","1960","81","TU","778.644353369763"
"CA","F","1960","82","TL","713.278859289617"
"CA","F","1960","82","TU","796.721140710383"
"CA","F","1960","83","TL","712.237761839709"
"CA","F","1960","83","TU","776.762238160291"
"CA","F","1960","84","TL","706.169000455373"
"CA","F","1960","84","TU","735.830999544627"
"CA","F","1960","85","TL","644.075307377049"
"CA","F","1960","85","TU","684.924692622951"
"CA","F","1960","86","TL","549.259505919854"
"CA","F","1960","86","TU","605.740494080146"
"CA","F","1960","87","TL","571.278346994536"
"CA","F","1960","87","TU","623.721653005464"
"CA","F","1960","88","TL","485.042634335155"
"CA","F","1960","88","TU","491.957365664845"
"CA","F","1960","89","TL","382.479565118397"
"CA","F","1960","89","TU","443.520434881603"
"CA","F","1960","90","TL","386.617884790528"
"CA","F","1960","90","TU","425.382115209472"
"CA","F","1960","91","TL","308.388888888889"
"CA","F","1960","91","TU","334.611111111111"
"CA","F","1960","92","TL","233.916780510018"
"CA","F","1960","92","TU","283.083219489982"
"CA","F","1960","93","TL","183.669341985428"
"CA","F","1960","93","TU","205.330658014572"
"CA","F","1960","94","TL","148.848474499089"
"CA","F","1960","94","TU","164.151525500911"
"CA","F","1960","95","TL","106.93345856102"
"CA","F","1960","95","TU","119.06654143898"
"CA","F","1960","96","TL","81.807718579235"
"CA","F","1960","96","TU","100.192281420765"
"CA","F","1960","97","TL","71.0273224043716"
"CA","F","1960","97","TU","79.9726775956284"
"CA","F","1960","98","TL","44.9500796903461"
"CA","F","1960","98","TU","42.0499203096539"
"CA","F","1960","99","TL","28.7601320582878"
"CA","F","1960","99","TU","31.2398679417122"
"CA","F","1960","100","TL","26.9435906193078"
"CA","F","1960","100","TU","26.0564093806922"
"CA","F","1960","101","TL","11.5078551912568"
"CA","F","1960","101","TU","15.4921448087432"
"CA","F","1960","102","TL","10.9416552823315"
"CA","F","1960","102","TU","14.0583447176685"
"CA","F","1960","103","TL","-10000"
"CA","F","1960","103","TU","-10000"
"CA","F","1960","104","TL","-10000"
"CA","F","1960","104","TU","-10000"
"CA","F","1960","105","TL","-10000"
"CA","F","1960","105","TU","-10000"
"CA","F","1960","106","TL","-10000"
"CA","F","1960","106","TU","-10000"
"CA","F","1960","107","TL","-10000"
"CA","F","1960","107","TU","-10000"
"CA","F","1960","110","TL","-10000"
"CA","F","1960","110","TU","-10000"
"CA","F","1960","112","TL","-10000"
"CA","F","1960","112","TU","-10000"
"CA","F","1960","UNK","RR","10"
"CA","F","1960","ALL","RR","57704"
"CA","F","1961","0","TL","1861.64823059361"
"CA","F","1961","0","TU","1893.35176940639"
"CA","F","1961","1","TL","120.47345890411"
"CA","F","1961","1","TU","121.52654109589"
"CA","F","1961","2","TL","86.3022831050228"
"CA","F","1961","2","TU","74.6977168949772"
"CA","F","1961","3","TL","41.7910388127854"
"CA","F","1961","3","TU","53.2089611872146"
"CA","F","1961","4","TL","50.1416666666667"
"CA","F","1961","4","TU","49.8583333333333"
"CA","F","1961","5","TL","41.011700913242"
"CA","F","1961","5","TU","44.988299086758"
"CA","F","1961","6","TL","33.6511415525114"
"CA","F","1961","6","TU","39.3488584474886"
"CA","F","1961","7","TL","24.5694634703196"
"CA","F","1961","7","TU","32.4305365296804"
"CA","F","1961","8","TL","23.9352739726027"
"CA","F","1961","8","TU","23.0647260273973"
"CA","F","1961","9","TL","17.9967465753425"
"CA","F","1961","9","TU","21.0032534246575"
"CA","F","1961","10","TL","20.864497716895"
"CA","F","1961","10","TU","21.135502283105"
"CA","F","1961","11","TL","19.813299086758"
"CA","F","1961","11","TU","13.186700913242"
"CA","F","1961","12","TL","23.5493721461187"
"CA","F","1961","12","TU","21.4506278538813"
"CA","F","1961","13","TL","20.073401826484"
"CA","F","1961","13","TU","17.926598173516"
"CA","F","1961","14","TL","24.8874429223744"
"CA","F","1961","14","TU","20.1125570776256"
"CA","F","1961","15","TL","20.2494292237443"
"CA","F","1961","15","TU","21.7505707762557"
"CA","F","1961","16","TL","31.2442351598174"
"CA","F","1961","16","TU","25.7557648401826"
"CA","F","1961","17","TL","31.2079337899543"
"CA","F","1961","17","TU","23.7920662100457"
"CA","F","1961","18","TL","32.0575913242009"
"CA","F","1961","18","TU","34.9424086757991"
"CA","F","1961","19","TL","33.8456621004566"
"CA","F","1961","19","TU","30.1543378995434"
"CA","F","1961","20","TL","34.3702625570776"
"CA","F","1961","20","TU","32.6297374429224"
"CA","F","1961","21","TL","38.847602739726"
"CA","F","1961","21","TU","33.152397260274"
"CA","F","1961","22","TL","35.3759132420091"
"CA","F","1961","22","TU","37.6240867579909"
"CA","F","1961","23","TL","43.3297945205479"
"CA","F","1961","23","TU","39.6702054794521"
"CA","F","1961","24","TL","32.6067922374429"
"CA","F","1961","24","TU","30.3932077625571"
"CA","F","1961","25","TL","31.8449771689498"
"CA","F","1961","25","TU","32.1550228310502"
"CA","F","1961","26","TL","34.8694634703196"
"CA","F","1961","26","TU","39.1305365296804"
"CA","F","1961","27","TL","41.3545662100457"
"CA","F","1961","27","TU","43.6454337899543"
"CA","F","1961","28","TL","38.4884703196347"
"CA","F","1961","28","TU","37.5115296803653"
"CA","F","1961","29","TL","46.9048515981735"
"CA","F","1961","29","TU","40.0951484018265"
"CA","F","1961","30","TL","48.160901826484"
"CA","F","1961","30","TU","56.839098173516"
"CA","F","1961","31","TL","60.650799086758"
"CA","F","1961","31","TU","57.349200913242"
"CA","F","1961","32","TL","60.5581621004566"
"CA","F","1961","32","TU","53.4418378995434"
"CA","F","1961","33","TL","71.1805365296804"
"CA","F","1961","33","TU","60.8194634703196"
"CA","F","1961","34","TL","73.1451484018265"
"CA","F","1961","34","TU","76.8548515981735"
"CA","F","1961","35","TL","87.6890410958904"
"CA","F","1961","35","TU","86.3109589041096"
"CA","F","1961","36","TL","89.5449771689498"
"CA","F","1961","36","TU","91.4550228310502"
"CA","F","1961","37","TL","103.951255707763"
"CA","F","1961","37","TU","101.048744292237"
"CA","F","1961","38","TL","115.94446347032"
"CA","F","1961","38","TU","116.05553652968"
"CA","F","1961","39","TL","107.126141552511"
"CA","F","1961","39","TU","112.873858447489"
"CA","F","1961","40","TL","122.417465753425"
"CA","F","1961","40","TU","115.582534246575"
"CA","F","1961","41","TL","137.133732876712"
"CA","F","1961","41","TU","137.866267123288"
"CA","F","1961","42","TL","133.366038812785"
"CA","F","1961","42","TU","147.633961187215"
"CA","F","1961","43","TL","168.172146118721"
"CA","F","1961","43","TU","159.827853881279"
"CA","F","1961","44","TL","149.705821917808"
"CA","F","1961","44","TU","153.294178082192"
"CA","F","1961","45","TL","180.265182648402"
"CA","F","1961","45","TU","164.734817351598"
"CA","F","1961","46","TL","189.664783105023"
"CA","F","1961","46","TU","187.335216894977"
"CA","F","1961","47","TL","195.829109589041"
"CA","F","1961","47","TU","214.170890410959"
"CA","F","1961","48","TL","219.009075342466"
"CA","F","1961","48","TU","215.990924657534"
"CA","F","1961","49","TL","228.964383561644"
"CA","F","1961","49","TU","247.035616438356"
"CA","F","1961","50","TL","229.97602739726"
"CA","F","1961","50","TU","223.02397260274"
"CA","F","1961","51","TL","263.08801369863"
"CA","F","1961","51","TU","252.91198630137"
"CA","F","1961","52","TL","274.168892694064"
"CA","F","1961","52","TU","270.831107305936"
"CA","F","1961","53","TL","290.359931506849"
"CA","F","1961","53","TU","308.640068493151"
"CA","F","1961","54","TL","277.069748858447"
"CA","F","1961","54","TU","257.930251141553"
"CA","F","1961","55","TL","302.903767123288"
"CA","F","1961","55","TU","295.096232876712"
"CA","F","1961","56","TL","292.125856164384"
"CA","F","1961","56","TU","284.874143835616"
"CA","F","1961","57","TL","312.326141552511"
"CA","F","1961","57","TU","319.673858447489"
"CA","F","1961","58","TL","293.461187214612"
"CA","F","1961","58","TU","294.538812785388"
"CA","F","1961","59","TL","326.052568493151"
"CA","F","1961","59","TU","316.947431506849"
"CA","F","1961","60","TL","339.570319634703"
"CA","F","1961","60","TU","379.429680365297"
"CA","F","1961","61","TL","422.0600456621"
"CA","F","1961","61","TU","354.9399543379"
"CA","F","1961","62","TL","379.395719178082"
"CA","F","1961","62","TU","409.604280821918"
"CA","F","1961","63","TL","425.497945205479"
"CA","F","1961","63","TU","420.502054794521"
"CA","F","1961","64","TL","439.938812785388"
"CA","F","1961","64","TU","437.061187214612"
"CA","F","1961","65","TL","517.706392694064"
"CA","F","1961","65","TU","510.293607305936"
"CA","F","1961","66","TL","506.694634703196"
"CA","F","1961","66","TU","527.305365296804"
"CA","F","1961","67","TL","526.684474885845"
"CA","F","1961","67","TU","548.315525114155"
"CA","F","1961","68","TL","595.793093607306"
"CA","F","1961","68","TU","614.206906392694"
"CA","F","1961","69","TL","582.374885844749"
"CA","F","1961","69","TU","578.625114155251"
"CA","F","1961","70","TL","654.314668949772"
"CA","F","1961","70","TU","633.685331050228"
"CA","F","1961","71","TL","672.317579908676"
"CA","F","1961","71","TU","690.682420091324"
"CA","F","1961","72","TL","743.939840182648"
"CA","F","1961","72","TU","795.060159817352"
"CA","F","1961","73","TL","774.91946347032"
"CA","F","1961","73","TU","722.08053652968"
"CA","F","1961","74","TL","743.945034246575"
"CA","F","1961","74","TU","730.054965753425"
"CA","F","1961","75","TL","829.265582191781"
"CA","F","1961","75","TU","801.734417808219"
"CA","F","1961","76","TL","838.169863013699"
"CA","F","1961","76","TU","807.830136986301"
"CA","F","1961","77","TL","833.52654109589"
"CA","F","1961","77","TU","797.47345890411"
"CA","F","1961","78","TL","784.280650684932"
"CA","F","1961","78","TU","787.719349315068"
"CA","F","1961","79","TL","797.033789954338"
"CA","F","1961","79","TU","756.966210045662"
"CA","F","1961","80","TL","866.896461187215"
"CA","F","1961","80","TU","867.103538812785"
"CA","F","1961","81","TL","785.026084474886"
"CA","F","1961","81","TU","779.973915525114"
"CA","F","1961","82","TL","751.94897260274"
"CA","F","1961","82","TU","754.05102739726"
"CA","F","1961","83","TL","771.634075342466"
"CA","F","1961","83","TU","754.365924657534"
"CA","F","1961","84","TL","734.677397260274"
"CA","F","1961","84","TU","769.322602739726"
"CA","F","1961","85","TL","733.782363013699"
"CA","F","1961","85","TU","699.217636986301"
"CA","F","1961","86","TL","700.714326484018"
"CA","F","1961","86","TU","654.285673515982"
"CA","F","1961","87","TL","621.728938356164"
"CA","F","1961","87","TU","582.271061643836"
"CA","F","1961","88","TL","534.364554794521"
"CA","F","1961","88","TU","513.635445205479"
"CA","F","1961","89","TL","453.289497716895"
"CA","F","1961","89","TU","438.710502283105"
"CA","F","1961","90","TL","390.600799086758"
"CA","F","1961","90","TU","401.399200913242"
"CA","F","1961","91","TL","316.60399543379"
"CA","F","1961","91","TU","299.39600456621"
"CA","F","1961","92","TL","253.242180365297"
"CA","F","1961","92","TU","246.757819634703"
"CA","F","1961","93","TL","215.809874429224"
